Date,Max temp,Min temp,Rain,Province
2023/7/20,30.3,23.7,17.3,ทุ่งช้าง น่าน
2023/7/21,33.0,23.2,0.4,ทุ่งช้าง น่าน
2023/7/22,33.7,24.0,0.6,ทุ่งช้าง น่าน
2023/7/23,34.7,24.0,21.4,ทุ่งช้าง น่าน
2023/7/24,35.0,22.0,5.8,ทุ่งช้าง น่าน
2023/7/25,34.0,24.5,0.0,ทุ่งช้าง น่าน
2023/7/26,36.0,24.0,2.0,ทุ่งช้าง น่าน
2023/7/27,35.0,24.0,0.2,ทุ่งช้าง น่าน
2023/7/28,33.3,25.5,12.0,ทุ่งช้าง น่าน
2023/7/29,27.0,23.9,26.7,ทุ่งช้าง น่าน
2023/7/30,30.5,23.4,10.9,ทุ่งช้าง น่าน
2023/7/31,29.7,23.5,3.5,ทุ่งช้าง น่าน
2023/8/1,28.2,24.0,5.3,ทุ่งช้าง น่าน
2023/8/2,28.5,24.0,29.6,ทุ่งช้าง น่าน
2023/8/3,29.5,23.8,26.2,ทุ่งช้าง น่าน
2023/8/4,26.5,24.0,51.6,ทุ่งช้าง น่าน
2023/8/5,24.8,22.5,8.5,ทุ่งช้าง น่าน
2023/8/6,25.3,23.0,91.1,ทุ่งช้าง น่าน
2023/8/7,24.2,22.9,40.1,ทุ่งช้าง น่าน
2023/8/8,24.0,22.5,40.6,ทุ่งช้าง น่าน
2023/8/9,27.5,22.3,11.4,ทุ่งช้าง น่าน
2023/8/10,29.7,23.2,0.0,ทุ่งช้าง น่าน
2023/8/11,30.0,24.0,0.0,ทุ่งช้าง น่าน
2023/8/12,32.0,24.0,30.3,ทุ่งช้าง น่าน
2023/8/13,31.5,23.8,0.0,ทุ่งช้าง น่าน
2023/8/14,30.3,24.0,3.0,ทุ่งช้าง น่าน
2023/8/15,29.5,24.0,10.8,ทุ่งช้าง น่าน
2023/8/16,31.5,24.2,0.0,ทุ่งช้าง น่าน
2023/8/17,32.6,24.0,0.1,ทุ่งช้าง น่าน
2023/8/18,34.0,24.2,0.0,ทุ่งช้าง น่าน
2023/8/19,33.2,24.5,0.0,ทุ่งช้าง น่าน
2023/8/20,32.5,24.5,0.0,ทุ่งช้าง น่าน
2023/8/21,34.0,24.8,10.0,ทุ่งช้าง น่าน
2023/8/22,33.5,24.3,0.4,ทุ่งช้าง น่าน
2023/8/23,31.3,24.5,4.1,ทุ่งช้าง น่าน
2023/8/24,33.3,24.1,10.5,ทุ่งช้าง น่าน
2023/8/25,32.2,23.9,7.9,ทุ่งช้าง น่าน
2023/8/26,29.2,24.5,6.3,ทุ่งช้าง น่าน
2023/8/27,29.5,24.0,0.0,ทุ่งช้าง น่าน
2023/8/28,31.5,23.5,0.0,ทุ่งช้าง น่าน
2023/8/29,33.0,24.0,0.3,ทุ่งช้าง น่าน
2023/8/30,27.8,24.0,32.0,ทุ่งช้าง น่าน
2023/8/31,33.5,23.7,18.3,ทุ่งช้าง น่าน
2023/9/1,32.5,24.3,0.0,ทุ่งช้าง น่าน
2023/9/2,34.0,24.7,0.0,ทุ่งช้าง น่าน
2023/9/3,33.8,23.0,0.7,ทุ่งช้าง น่าน
2023/9/4,34.5,23.0,18.5,ทุ่งช้าง น่าน
2023/9/5,32.0,23.8,19.5,ทุ่งช้าง น่าน
2023/9/6,32.0,23.7,5.0,ทุ่งช้าง น่าน
2023/9/7,32.0,24.2,0.0,ทุ่งช้าง น่าน
2023/9/8,33.0,24.5,1.2,ทุ่งช้าง น่าน
2023/9/9,33.0,24.3,10.2,ทุ่งช้าง น่าน
2023/9/10,31.0,24.5,28.5,ทุ่งช้าง น่าน
2023/9/11,29.5,23.0,23.5,ทุ่งช้าง น่าน
2023/9/12,29.9,24.1,2.1,ทุ่งช้าง น่าน
2023/9/13,26.5,24.0,14.3,ทุ่งช้าง น่าน
2023/9/14,31.7,22.6,19.9,ทุ่งช้าง น่าน
2023/9/15,32.0,24.0,24.6,ทุ่งช้าง น่าน
2023/9/16,29.5,23.5,0.0,ทุ่งช้าง น่าน
2023/9/17,29.0,24.7,1.4,ทุ่งช้าง น่าน
2023/9/18,32.0,24.2,42.5,ทุ่งช้าง น่าน
2023/9/19,31.8,23.8,55.4,ทุ่งช้าง น่าน
2023/9/20,32.0,23.6,0.0,ทุ่งช้าง น่าน
2023/9/21,33.0,23.5,0.2,ทุ่งช้าง น่าน
2023/9/22,32.9,23.0,0.0,ทุ่งช้าง น่าน
2023/9/23,34.2,23.5,0.0,ทุ่งช้าง น่าน
2023/9/24,35.5,22.7,0.0,ทุ่งช้าง น่าน
2023/9/25,24.9,23.0,0.0,ทุ่งช้าง น่าน
2023/9/26,32.5,23.7,0.0,ทุ่งช้าง น่าน
2023/9/27,31.0,24.2,6.8,ทุ่งช้าง น่าน
2023/9/28,29.7,24.0,6.0,ทุ่งช้าง น่าน
2023/9/29,29.2,23.5,4.8,ทุ่งช้าง น่าน
2023/9/30,29.0,23.5,4.5,ทุ่งช้าง น่าน
2023/10/1,32.5,23.7,0.0,ทุ่งช้าง น่าน
2023/10/2,33.8,23.6,0.0,ทุ่งช้าง น่าน
2023/10/3,34.8,23.8,T,ทุ่งช้าง น่าน
2023/10/4,34.5,23.7,6.5,ทุ่งช้าง น่าน
2023/10/5,35.5,24.0,0.0,ทุ่งช้าง น่าน
2023/10/6,34.3,23.6,0.0,ทุ่งช้าง น่าน
2023/10/7,33.0,23.0,12.2,ทุ่งช้าง น่าน
2023/10/8,27.0,23.0,24.2,ทุ่งช้าง น่าน
2023/10/9,28.0,23.2,0.3,ทุ่งช้าง น่าน
2023/10/10,30.2,22.7,0.0,ทุ่งช้าง น่าน
2023/10/11,31.5,22.8,0.0,ทุ่งช้าง น่าน
2023/10/12,33.0,22.6,0.0,ทุ่งช้าง น่าน
2023/10/13,32.2,21.4,0.0,ทุ่งช้าง น่าน
2023/10/14,30.0,23.3,14.1,ทุ่งช้าง น่าน
2023/10/15,32.0,22.8,12.5,ทุ่งช้าง น่าน
2023/10/16,32.0,23.0,0.0,ทุ่งช้าง น่าน
2023/10/17,32.5,20.5,0.0,ทุ่งช้าง น่าน
2023/10/18,33.8,19.8,0.0,ทุ่งช้าง น่าน
2023/10/19,33.5,21.5,0.0,ทุ่งช้าง น่าน
2023/10/20,31.8,23.0,15.0,ทุ่งช้าง น่าน
2023/10/21,30.2,22.5,0.2,ทุ่งช้าง น่าน
2023/10/22,30.5,22.5,0.0,ทุ่งช้าง น่าน
2023/10/23,31.6,21.5,0.0,ทุ่งช้าง น่าน
2023/10/24,33.5,21.0,0.0,ทุ่งช้าง น่าน
2023/10/25,34.0,22.1,0.0,ทุ่งช้าง น่าน
2023/10/26,33.5,22.0,9.6,ทุ่งช้าง น่าน
2023/10/27,32.3,22.2,7.0,ทุ่งช้าง น่าน
2023/10/28,31.2,22.0,0.0,ทุ่งช้าง น่าน
2023/10/29,30.2,22.8,0.0,ทุ่งช้าง น่าน
2023/10/30,30.5,23.1,1.8,ทุ่งช้าง น่าน
2023/10/31,30.1,21.8,9.4,ทุ่งช้าง น่าน
2023/11/1,32.0,20.7,0.0,ทุ่งช้าง น่าน
2023/11/2,32.8,19.4,0.0,ทุ่งช้าง น่าน
2023/11/3,32.7,20.4,0.0,ทุ่งช้าง น่าน
2023/11/4,32.8,21.6,0.0,ทุ่งช้าง น่าน
2023/11/5,33.3,21.5,0.0,ทุ่งช้าง น่าน
2023/11/6,34.4,21.5,0.0,ทุ่งช้าง น่าน
2023/11/7,32.4,21.4,0.0,ทุ่งช้าง น่าน
2023/11/8,32.6,21.5,0.0,ทุ่งช้าง น่าน
2023/11/9,33.0,20.9,0.0,ทุ่งช้าง น่าน
2023/11/10,33.6,21.3,0.0,ทุ่งช้าง น่าน
2023/11/11,34.2,21.9,0.0,ทุ่งช้าง น่าน
2023/11/12,33.8,22.0,0.0,ทุ่งช้าง น่าน
2023/11/13,34.0,21.0,1.4,ทุ่งช้าง น่าน
2023/11/14,33.6,20.3,0.4,ทุ่งช้าง น่าน
2023/11/15,32.7,20.6,0.0,ทุ่งช้าง น่าน
2023/11/16,31.1,20.6,1.2,ทุ่งช้าง น่าน
2023/11/17,26.5,20.3,0.0,ทุ่งช้าง น่าน
2023/11/18,29.4,14.5,0.0,ทุ่งช้าง น่าน
2023/11/19,29.7,15.0,0.0,ทุ่งช้าง น่าน
2023/11/20,29.7,14.6,0.0,ทุ่งช้าง น่าน
2023/11/21,31.0,15.1,0.0,ทุ่งช้าง น่าน
2023/11/22,31.4,14.6,0.0,ทุ่งช้าง น่าน
2023/11/23,30.4,16.5,0.0,ทุ่งช้าง น่าน
2023/11/24,32.0,16.7,0.0,ทุ่งช้าง น่าน
2023/11/25,31.9,17.6,0.0,ทุ่งช้าง น่าน
2023/11/26,30.7,15.8,0.0,ทุ่งช้าง น่าน
2023/11/27,32.0,16.5,0.0,ทุ่งช้าง น่าน
2023/11/28,29.5,15.3,0.0,ทุ่งช้าง น่าน
2023/11/29,31.0,16.0,0.0,ทุ่งช้าง น่าน
2023/11/30,28.7,19.2,0.0,ทุ่งช้าง น่าน
2023/12/1,32.4,19.3,T,ทุ่งช้าง น่าน
2023/12/2,32.5,20.0,2.0,ทุ่งช้าง น่าน
2023/12/3,32.4,20.3,0.0,ทุ่งช้าง น่าน
2023/12/4,32.5,19.8,0.0,ทุ่งช้าง น่าน
2023/12/5,31.8,19.4,0.0,ทุ่งช้าง น่าน
2023/12/6,33.5,19.4,T,ทุ่งช้าง น่าน
2023/12/7,28.0,20.6,0.0,ทุ่งช้าง น่าน
2023/12/8,30.0,21.7,0.0,ทุ่งช้าง น่าน
2023/12/9,31.5,20.0,0.0,ทุ่งช้าง น่าน
2023/12/10,32.5,20.0,0.0,ทุ่งช้าง น่าน
2023/12/11,33.5,20.5,0.0,ทุ่งช้าง น่าน
2023/12/12,33.0,20.5,0.0,ทุ่งช้าง น่าน
2023/12/13,31.5,19.0,0.0,ทุ่งช้าง น่าน
2023/12/14,31.0,17.8,0.0,ทุ่งช้าง น่าน
2023/12/15,32.0,17.2,0.0,ทุ่งช้าง น่าน
2023/12/16,32.5,16.9,0.0,ทุ่งช้าง น่าน
2023/12/17,31.5,16.9,0.0,ทุ่งช้าง น่าน
2023/12/18,31.2,17.2,0.0,ทุ่งช้าง น่าน
2023/12/19,31.5,16.3,0.0,ทุ่งช้าง น่าน
2023/12/20,31.5,14.8,0.0,ทุ่งช้าง น่าน
2023/12/21,30.5,15.4,0.0,ทุ่งช้าง น่าน
2023/12/22,23.0,18.4,0.0,ทุ่งช้าง น่าน
2023/12/23,26.0,13.2,0.0,ทุ่งช้าง น่าน
2023/12/24,25.8,10.3,0.0,ทุ่งช้าง น่าน
2023/12/25,26.0,12.9,0.0,ทุ่งช้าง น่าน
2023/12/26,28.5,11.5,0.0,ทุ่งช้าง น่าน
2023/12/27,30.0,12.4,0.0,ทุ่งช้าง น่าน
2023/12/28,30.5,12.7,0.0,ทุ่งช้าง น่าน
2023/12/29,31.2,13.8,0.0,ทุ่งช้าง น่าน
2023/12/30,32.2,13.4,0.0,ทุ่งช้าง น่าน
2023/12/31,31.2,13.2,0.0,ทุ่งช้าง น่าน
2023/1/1,28.0,13.9,0.0,น่าน
2023/1/2,29.2,13.2,0.0,น่าน
2023/1/3,28.2,17.0,0.0,น่าน
2023/1/4,31.0,20.0,0.0,น่าน
2023/1/5,31.4,16.7,0.0,น่าน
2023/1/6,29.4,17.1,0.0,น่าน
2023/1/7,28.7,14.8,0.0,น่าน
2023/1/8,28.3,13.0,0.0,น่าน
2023/1/9,30.5,15.4,0.0,น่าน
2023/1/10,31.5,19.5,0.0,น่าน
2023/1/11,32.2,18.5,0.0,น่าน
2023/1/12,32.5,19.0,0.0,น่าน
2023/1/13,33.2,16.6,0.0,น่าน
2023/1/14,32.4,15.0,0.0,น่าน
2023/1/15,31.5,13.0,0.0,น่าน
2023/1/16,31.5,12.0,0.0,น่าน
2023/1/17,31.0,14.8,0.0,น่าน
2023/1/18,31.2,18.1,0.0,น่าน
2023/1/19,30.8,14.3,0.0,น่าน
2023/1/20,31.1,14.0,0.0,น่าน
2023/1/21,31.5,13.4,0.0,น่าน
2023/1/22,32.8,13.0,0.0,น่าน
2023/1/23,33.3,12.6,0.0,น่าน
2023/1/24,32.0,13.8,0.0,น่าน
2023/1/25,29.5,14.9,0.0,น่าน
2023/1/26,30.5,13.2,0.0,น่าน
2023/1/27,31.9,14.1,0.0,น่าน
2023/1/28,30.1,15.7,0.0,น่าน
2023/1/29,29.2,13.8,0.0,น่าน
2023/1/30,29.5,12.3,0.0,น่าน
2023/1/31,31.0,12.0,0.0,น่าน
2023/2/1,32.2,13.5,0.0,น่าน
2023/2/2,34.1,14.7,0.0,น่าน
2023/2/3,32.0,16.0,0.0,น่าน
2023/2/4,34.0,19.5,0.0,น่าน
2023/2/5,34.3,20.6,0.0,น่าน
2023/2/6,36.5,21.0,0.0,น่าน
2023/2/7,37.0,18.6,0.0,น่าน
2023/2/8,35.7,16.4,0.0,น่าน
2023/2/9,35.2,14.3,0.0,น่าน
2023/2/10,35.8,18.6,0.0,น่าน
2023/2/11,36.3,17.3,0.0,น่าน
2023/2/12,37.3,16.1,0.0,น่าน
2023/2/13,35.5,14.7,0.0,น่าน
2023/2/14,36.7,15.6,0.0,น่าน
2023/2/15,34.0,16.8,0.0,น่าน
2023/2/16,33.5,22.0,0.0,น่าน
2023/2/17,31.1,19.8,0.0,น่าน
2023/2/18,31.1,18.4,0.0,น่าน
2023/2/19,35.0,15.5,0.0,น่าน
2023/2/20,33.7,17.9,0.0,น่าน
2023/2/21,33.3,18.6,0.0,น่าน
2023/2/22,33.6,17.0,0.0,น่าน
2023/2/23,34.5,16.8,0.0,น่าน
2023/2/24,35.5,17.6,0.0,น่าน
2023/2/25,32.9,19.0,0.0,น่าน
2023/2/26,31.6,19.4,0.0,น่าน
2023/2/27,31.4,14.6,0.0,น่าน
2023/2/28,32.4,13.3,0.0,น่าน
2023/3/1,35.4,15.4,0.0,น่าน
2023/3/2,36.4,16.0,0.0,น่าน
2023/3/3,34.4,17.5,0.0,น่าน
2023/3/4,33.4,16.7,0.0,น่าน
2023/3/5,32.5,17.1,0.0,น่าน
2023/3/6,33.5,17.8,0.0,น่าน
2023/3/7,35.4,17.5,0.0,น่าน
2023/3/8,36.9,18.0,0.0,น่าน
2023/3/9,36.4,18.4,0.0,น่าน
2023/3/10,36.0,20.8,0.0,น่าน
2023/3/11,35.6,20.8,0.0,น่าน
2023/3/12,36.5,21.4,7.5,น่าน
2023/3/13,26.7,21.6,0.0,น่าน
2023/3/14,31.7,18.6,0.0,น่าน
2023/3/15,35.3,18.1,0.0,น่าน
2023/3/16,36.1,19.8,0.0,น่าน
2023/3/17,36.4,21.3,0.0,น่าน
2023/3/18,37.0,22.4,0.0,น่าน
2023/3/19,38.0,19.5,0.0,น่าน
2023/3/20,38.4,22.8,0.0,น่าน
2023/3/21,39.4,22.6,0.0,น่าน
2023/3/22,40.0,22.0,0.0,น่าน
2023/3/23,40.6,21.5,0.0,น่าน
2023/3/24,38.6,21.7,0.0,น่าน
2023/3/25,38.2,21.0,0.0,น่าน
2023/3/26,38.2,20.5,0.0,น่าน
2023/3/27,40.1,21.9,0.0,น่าน
2023/3/28,38.5,20.2,0.0,น่าน
2023/3/29,39.0,18.4,0.0,น่าน
2023/3/30,37.3,22.0,0.0,น่าน
2023/3/31,37.0,21.1,0.0,น่าน
2023/4/1,39.0,21.7,0.0,น่าน
2023/4/2,41.1,22.7,0.0,น่าน
2023/4/3,40.0,22.9,0.0,น่าน
2023/4/4,39.4,21.4,0.0,น่าน
2023/4/5,38.3,20.8,0.0,น่าน
2023/4/6,39.3,20.0,0.0,น่าน
2023/4/7,40.6,21.4,0.0,น่าน
2023/4/8,39.5,23.6,0.0,น่าน
2023/4/9,39.0,24.8,0.0,น่าน
2023/4/10,40.7,25.0,0.0,น่าน
2023/4/11,40.8,24.2,0.0,น่าน
2023/4/12,40.6,24.1,0.0,น่าน
2023/4/13,41.1,24.8,0.0,น่าน
2023/4/14,42.8,25.0,0.0,น่าน
2023/4/15,40.5,23.5,0.0,น่าน
2023/4/16,40.0,25.4,0.0,น่าน
2023/4/17,40.0,28.0,0.0,น่าน
2023/4/18,41.4,25.0,0.0,น่าน
2023/4/19,41.4,27.5,0.0,น่าน
2023/4/20,41.6,27.5,0.0,น่าน
2023/4/21,40.0,24.4,8.2,น่าน
2023/4/22,39.0,21.6,0.0,น่าน
2023/4/23,40.5,24.7,11.6,น่าน
2023/4/24,38.4,23.0,0.0,น่าน
2023/4/25,39.7,24.5,0.0,น่าน
2023/4/26,36.0,24.7,0.0,น่าน
2023/4/27,39.0,25.3,0.0,น่าน
2023/4/28,40.7,24.6,0.0,น่าน
2023/4/29,40.5,25.4,7.8,น่าน
2023/4/30,32.0,24.6,11.4,น่าน
2023/5/1,37.3,24.9,0.0,น่าน
2023/5/2,39.3,25.8,2.1,น่าน
2023/5/3,38.0,24.6,0.0,น่าน
2023/5/4,39.8,26.0,0.0,น่าน
2023/5/5,41.1,26.0,0.0,น่าน
2023/5/6,41.6,26.6,0.0,น่าน
2023/5/7,42.2,26.6,0.0,น่าน
2023/5/8,40.6,27.6,3.8,น่าน
2023/5/9,36.5,23.8,0.0,น่าน
2023/5/10,30.6,25.4,0.6,น่าน
2023/5/11,38.7,23.5,0.0,น่าน
2023/5/12,37.0,25.6,4.4,น่าน
2023/5/13,34.7,25.0,16.0,น่าน
2023/5/14,35.4,24.0,0.0,น่าน
2023/5/15,34.5,23.0,2.7,น่าน
2023/5/16,37.2,23.4,6.4,น่าน
2023/5/17,36.8,23.1,0.0,น่าน
2023/5/18,38.8,24.5,0.0,น่าน
2023/5/19,39.7,24.8,0.0,น่าน
2023/5/20,40.4,24.9,0.0,น่าน
2023/5/21,40.5,25.4,0.0,น่าน
2023/5/22,40.0,26.0,0.0,น่าน
2023/5/23,38.5,25.0,T,น่าน
2023/5/24,39.5,26.0,0.0,น่าน
2023/5/25,39.0,25.7,0.0,น่าน
2023/5/26,39.2,25.7,0.0,น่าน
2023/5/27,38.0,26.9,0.0,น่าน
2023/5/28,38.5,25.9,0.4,น่าน
2023/5/29,36.5,25.6,5.6,น่าน
2023/5/30,39.4,26.0,3.8,น่าน
2023/5/31,38.8,26.5,0.0,น่าน
2023/6/1,39.6,25.5,6.3,น่าน
2023/6/2,39.4,27.0,0.0,น่าน
2023/6/3,39.7,27.5,0.0,น่าน
2023/6/4,38.0,26.1,0.0,น่าน
2023/6/5,38.3,25.0,20.1,น่าน
2023/6/6,33.0,23.8,0.7,น่าน
2023/6/7,33.5,25.0,0.0,น่าน
2023/6/8,36.0,25.3,0.0,น่าน
2023/6/9,35.5,26.1,0.0,น่าน
2023/6/10,34.0,19.6,15.4,น่าน
2023/6/11,36.0,24.4,0.0,น่าน
2023/6/12,34.7,26.1,0.0,น่าน
2023/6/13,34.0,26.5,2.6,น่าน
2023/6/14,33.1,25.7,0.2,น่าน
2023/6/15,35.3,26.3,0.8,น่าน
2023/6/16,37.4,24.5,0.0,น่าน
2023/6/17,37.5,27.2,0.0,น่าน
2023/6/18,36.0,27.1,0.0,น่าน
2023/6/19,37.5,27.5,0.0,น่าน
2023/6/20,35.6,25.7,0.0,น่าน
2023/6/21,36.5,25.6,0.0,น่าน
2023/6/22,36.0,25.4,0.6,น่าน
2023/6/23,37.7,26.9,0.0,น่าน
2023/6/24,36.3,27.5,11.3,น่าน
2023/6/25,30.6,24.6,16.7,น่าน
2023/6/26,33.5,24.5,20.4,น่าน
2023/6/27,34.0,25.4,0.6,น่าน
2023/6/28,32.3,25.1,0.9,น่าน
2023/6/29,37.7,25.4,15.1,น่าน
2023/6/30,35.1,25.3,2.8,น่าน
2023/7/1,36.0,25.0,22.0,น่าน
2023/7/2,34.5,25.5,13.2,น่าน
2023/7/3,34.4,24.8,0.0,น่าน
2023/7/4,32.4,25.0,0.0,น่าน
2023/7/5,35.0,25.7,0.0,น่าน
2023/7/6,36.0,25.2,0.0,น่าน
2023/7/7,38.8,26.7,0.0,น่าน
2023/7/8,38.5,27.1,4.7,น่าน
2023/7/9,34.6,24.2,5.0,น่าน
2023/7/10,33.7,25.0,0.0,น่าน
2023/7/11,34.9,25.0,0.0,น่าน
2023/7/12,33.7,25.0,1.6,น่าน
2023/7/13,36.8,25.1,0.0,น่าน
2023/7/14,36.3,25.1,0.0,น่าน
2023/7/15,35.4,25.5,44.1,น่าน
2023/7/16,30.5,23.5,8.6,น่าน
2023/7/17,36.1,25.5,0.0,น่าน
2023/7/18,36.3,25.6,0.0,น่าน
2023/7/19,34.5,26.0,4.1,น่าน
2023/7/20,32.6,25.5,0.0,น่าน
2023/7/21,35.3,25.7,30.1,น่าน
2023/7/22,37.0,25.0,0.0,น่าน
2023/7/23,36.8,24.0,0.0,น่าน
2023/7/24,36.0,24.6,0.7,น่าน
2023/7/25,35.5,25.6,0.0,น่าน
2023/7/26,35.6,25.0,0.0,น่าน
2023/7/27,35.8,26.1,3.0,น่าน
2023/7/28,34.0,26.0,7.7,น่าน
2023/7/29,28.8,25.4,13.5,น่าน
2023/7/30,31.2,25.1,0.0,น่าน
2023/7/31,30.5,25.4,3.1,น่าน
2023/8/1,29.8,25.5,1.5,น่าน
2023/8/2,30.4,25.3,12.8,น่าน
2023/8/3,31.3,25.1,0.0,น่าน
2023/8/4,29.0,25.4,33.2,น่าน
2023/8/5,26.4,23.0,13.8,น่าน
2023/8/6,27.0,24.0,13.5,น่าน
2023/8/7,25.8,23.5,20.5,น่าน
2023/8/8,25.5,23.3,27.4,น่าน
2023/8/9,32.0,23.5,0.0,น่าน
2023/8/10,31.7,24.6,T,น่าน
2023/8/11,32.9,25.0,1.3,น่าน
2023/8/12,33.7,25.0,0.0,น่าน
2023/8/13,32.5,25.0,15.0,น่าน
2023/8/14,28.3,25.1,16.7,น่าน
2023/8/15,33.5,24.7,1.0,น่าน
2023/8/16,33.4,25.5,6.3,น่าน
2023/8/17,34.6,25.0,0.0,น่าน
2023/8/18,36.0,25.4,0.0,น่าน
2023/8/19,35.8,26.0,0.7,น่าน
2023/8/20,35..0,26.0,0.0,น่าน
2023/8/21,35.8,25.9,1.6,น่าน
2023/8/22,34.5,24.8,0.0,น่าน
2023/8/23,34.5,25.6,0.0,น่าน
2023/8/24,33.3,25.0,1.4,น่าน
2023/8/25,32.6,25.5,0.0,น่าน
2023/8/26,33.2,25.3,10.0,น่าน
2023/8/27,30.6,25.1,0.0,น่าน
2023/8/28,34.0,24.4,1.0,น่าน
2023/8/29,33.7,25.6,6.0,น่าน
2023/8/30,31.2,25.6,2.2,น่าน
2023/8/31,35.0,24.0,0.2,น่าน
2023/9/1,35.6,24.5,0.0,น่าน
2023/9/2,36.1,26.1,0.0,น่าน
2023/9/3,37.5,24.1,0.0,น่าน
2023/9/4,32.8,24.9,62.7,น่าน
2023/9/5,32.7,24.5,13.8,น่าน
2023/9/6,31.8,24.5,48.4,น่าน
2023/9/7,33.3,24.0,0.0,น่าน
2023/9/8,35.5,25.6,3.5,น่าน
2023/9/9,33.4,25.0,6.6,น่าน
2023/9/10,30.5,24.5,6.4,น่าน
2023/9/11,32.6,24.9,0.0,น่าน
2023/9/12,29.5,25.1,16.5,น่าน
2023/9/13,30.4,24.8,9.2,น่าน
2023/9/14,32.0,24.1,43.3,น่าน
2023/9/15,30.5,24.4,9.4,น่าน
2023/9/16,31.7,23.0,9.8,น่าน
2023/9/17,28.9,25.3,37.8,น่าน
2023/9/18,33.6,24.9,7.6,น่าน
2023/9/19,32.3,24.0,0.0,น่าน
2023/9/20,33.5,25.0,T,น่าน
2023/9/21,34.3,25.5,0.0,น่าน
2023/9/22,34.1,24.6,0.0,น่าน
2023/9/23,35.7,24.7,0.0,น่าน
2023/9/24,35.4,24.5,0.0,น่าน
2023/9/25,34.1,24.5,9.9,น่าน
2023/9/26,34.0,24.5,0.5,น่าน
2023/9/27,33.0,25.2,8.8,น่าน
2023/9/28,29.6,25.3,18.6,น่าน
2023/9/29,28.5,23.8,7.9,น่าน
2023/9/30,29.8,24.5,22.6,น่าน
2023/10/1,33.2,24.4,0.0,น่าน
2023/10/2,34.6,24.4,0.0,น่าน
2023/10/3,36.1,25.4,0.0,น่าน
2023/10/4,35.6,25.2,0.0,น่าน
2023/10/5,35.5,25.3,1.2,น่าน
2023/10/6,34.4,24.7,18.1,น่าน
2023/10/7,30.5,25.0,17.8,น่าน
2023/10/8,32.0,24.5,38.9,น่าน
2023/10/9,30.3,24.0,0.0,น่าน
2023/10/10,32.1,24.5,0.0,น่าน
2023/10/11,33.1,25.0,11.8,น่าน
2023/10/12,34.2,23.5,0.3,น่าน
2023/10/13,33.7,23.4,0.0,น่าน
2023/10/14,31.5,23.5,5.0,น่าน
2023/10/15,32.9,24.0,0.0,น่าน
2023/10/16,33.4,24.5,0.1,น่าน
2023/10/17,33.7,23.1,0.0,น่าน
2023/10/18,34.0,21.8,0.0,น่าน
2023/10/19,34.0,24.0,0.0,น่าน
2023/10/20,34.7,24.8,1.7,น่าน
2023/10/21,33.4,23.0,0.0,น่าน
2023/10/22,33.5,24.0,0.0,น่าน
2023/10/23,33.4,23.5,0.0,น่าน
2023/10/24,34.6,22.6,0.0,น่าน
2023/10/25,35.4,23.4,0.0,น่าน
2023/10/26,35.1,23.5,0.0,น่าน
2023/10/27,34.6,24.4,0.5,น่าน
2023/10/28,31.6,23.4,0.7,น่าน
2023/10/29,32.6,24.5,14.4,น่าน
2023/10/30,31.8,23.0,1.1,น่าน
2023/10/31,31.6,23.0,26.0,น่าน
2023/11/1,32.9,23.1,0.0,น่าน
2023/11/2,33.1,22.1,0.0,น่าน
2023/11/3,33.3,23.0,0.0,น่าน
2023/11/4,34.5,23.5,0.0,น่าน
2023/11/5,35.3,23.4,0.0,น่าน
2023/11/6,35.3,23.5,0.0,น่าน
2023/11/7,34.6,23.2,0.0,น่าน
2023/11/8,34.0,23.4,0.0,น่าน
2023/11/9,34.7,23.2,0.0,น่าน
2023/11/10,34.8,23.4,0.0,น่าน
2023/11/11,35.0,23.0,0.0,น่าน
2023/11/12,34.4,23.7,0.0,น่าน
2023/11/13,33.5,23.0,7.0,น่าน
2023/11/14,32.8,22.4,0.0,น่าน
2023/11/15,33.6,21.5,0.0,น่าน
2023/11/16,33.0,21.7,0.8,น่าน
2023/11/17,27.4,22.5,0.0,น่าน
2023/11/18,29.8,17.7,0.0,น่าน
2023/11/19,29.6,17.5,0.0,น่าน
2023/11/20,30.5,16.6,0.0,น่าน
2023/11/21,31.3,16.6,0.0,น่าน
2023/11/22,31.1,17.2,0.0,น่าน
2023/11/23,31.6,18.4,0.0,น่าน
2023/11/24,32.1,18.9,0.0,น่าน
2023/11/25,31.7,21.0,0.0,น่าน
2023/11/26,31.6,18.5,0.0,น่าน
2023/11/27,32.5,19.1,0.0,น่าน
2023/11/28,30.8,18.1,0.0,น่าน
2023/11/29,31.0,18.0,0.0,น่าน
2023/11/30,32.0,20.5,0.0,น่าน
2023/12/1,32.7,20.1,0.0,น่าน
2023/12/2,32.6,21.1,0.0,น่าน
2023/12/3,33.3,21.9,0.0,น่าน
2023/12/4,33.0,21.0,0.0,น่าน
2023/12/5,33.3,21.1,0.0,น่าน
2023/12/6,34.2,21.1,3.9,น่าน
2023/12/7,29.4,23.0,0.0,น่าน
2023/12/8,31.3,21.7,0.0,น่าน
2023/12/9,32.1,21.8,0.0,น่าน
2023/12/10,33.4,22.5,0.0,น่าน
2023/12/11,34.6,22.2,0.0,น่าน
2023/12/12,34.0,22.1,0.0,น่าน
2023/12/13,32.6,22.0,0.0,น่าน
2023/12/14,32.1,20.0,0.0,น่าน
2023/12/15,32.4,19.0,0.0,น่าน
